category	mir	disease	pmid	description
target gene	hsa-mir-425	Hypertension	27185878	microRNA 425 (miR-425) was found to regulate ANP production
target gene	hsa-mir-296	Ovarian Neoplasms	27186401	deregulated miR-296/S100A4 promotes tumor progression
target gene	hsa-mir-23a	"Leukemia, Myeloid, Acute"	27197200	overexpression of miR-23a decreased RKIP mRNA and protein expression
target gene	hsa-mir-186	Myocardial Infarction	27205869	MicroRNA-186 promotes macrophage lipid accumulation and pro-inflammatory cytokine secretion by targeting cystathionine Î³-lyase in THP-1 macrophages.
target gene	hsa-mir-1	Heart Failure	27213338	miR-1 repressed the expression of gap junction protein Î±1 (GJA1) in VMC
target gene	hsa-mir-19b	Heart Failure	27213338	"a miR-19b inhibitor increased, while its mimics suppressed the expression of GJA1 in HL-1 cells."
target gene	hsa-mir-31	"Adenocarcinoma, Lung"	27215092	MiR-31 Functions as a Tumor Suppressor in Lung Adenocarcinoma Mainly by Targeting HuR.
target gene	hsa-mir-4271	Parkinson Disease	27217159	"hsa-miR-4271 was downregulated, which could influence EFNA3 translation"
target gene	hsa-mir-21	Cervical Neoplasms	27220494	"MiR-21 overexpression decreases PTEN, increases p-Akt, and subsequently increases HIF-1Î± expression"
target gene	hsa-mir-194	Breast Neoplasms	27221739	These findings demonstrate that nucleolin expression is down-regulated by miR-194 and miR-206 and upregulated by HuR
target gene	hsa-mir-377	"Carcinoma, Hepatocellular"	27222047	IRX3 is a direct target of miR-377
target gene	hsa-mir-135b	"Carcinoma, Endometrial"	27222184	MiR-135b promotes proliferation of endometrial carcinoma cells by targeting FOXO1.
target gene	hsa-mir-21	"Carcinoma, Renal Cell"	27222255	miRâ€?1 was able to decrease the expression of CASC2 in 786â€‘O and A498 cells.
target gene	hsa-mir-143	"Muscular Dystrophy, Duchenne"	27223470	miRNA-143 as a direct regulator of Î²-dystrobrevin expression
target gene	hsa-mir-206	Pancreatic Neoplasms	27233476	"Mechanistically, the Nampt expression was independent of Kras and p16 status, but it was directly regulated by miR-206"
target gene	hsa-mir-203	"Carcinoma, Lung, Non-Small-Cell"	27237033	Both miR-145 and miR-203 can directly target the 3'-untranslated region (3'-UTR) of SMAD3
target gene	hsa-mir-183	Neuroblastoma	27239679	Our results reveal the MCM complex to be a critical and directly regulated node within the miR-183 signaling network in MYCN-amplified neuroblastoma cells.
target gene	hsa-mir-182	Glioma	27246830	miR-182-5p negatively regulated PCDH8 expression by directly targeting its 3'-untranslated region.
target gene	hsa-mir-21	"Carcinoma, Hepatocellular"	27261510	"Here, we demonstrated that TNFÎ± stimulation induced transcriptional downregulation of MSH2, a member of the mismatch repair family, via NF-ÎºB-dependent miR-21 expression in hepatocytes."
target gene	hsa-mir-374a	"Carcinoma, Nasopharyngeal"	27270423	miR-374a direct targeting of CCND1 is modulated by tumor suppressor PDCD4 via suppressing pPI3K/pAKT/c-JUN signaling.
target gene	hsa-mir-375	Prostate Neoplasms	27270433	The transcription factor YAP1 was found to be a direct target of miR-375 in prostate cancer.
target gene	hsa-mir-17	Colon Neoplasms	27278684	miRâ€?7 overexpression led to the degradation of CYP7B1 mRNA expression in DLD1 cells.
target gene	hsa-mir-218	Prostate Neoplasms	27278788	ectopic expression of these miRNAs suppressed PCa cell aggressiveness
target gene	hsa-mir-26a	Prostate Neoplasms	27278788	the lysyl oxidase-like 2 (LOXL2) gene was directly controlled by these tumor-suppressive miRNAs
target gene	hsa-mir-26b	Prostate Neoplasms	27278788	the lysyl oxidase-like 2 (LOXL2) gene was directly controlled by these tumor-suppressive miRNAs
target gene	hsa-mir-29a	Prostate Neoplasms	27278788	the lysyl oxidase-like 2 (LOXL2) gene was directly controlled by these tumor-suppressive miRNAs
target gene	hsa-mir-29b	Prostate Neoplasms	27278788	the lysyl oxidase-like 2 (LOXL2) gene was directly controlled by these tumor-suppressive miRNAs
target gene	hsa-mir-29c	Prostate Neoplasms	27278788	the lysyl oxidase-like 2 (LOXL2) gene was directly controlled by these tumor-suppressive miRNAs
target gene	hsa-mir-23a	"Carcinoma, Hepatocellular"	27279136	"the miR-23a mimic downregulated IFNÎ³-induced IRF-1 protein expression, while the miR-23a inhibitor increased IRF-1."
target gene	hsa-mir-205	"Carcinoma, Lung, Non-Small-Cell"	27279345	overexpression of miRâ€?05 suppressed the expression of Smad4
target gene	hsa-let-7b	Hypertension	27286171	micro-RNA Let-7b in post-transcriptional regulation
target gene	hsa-mir-381	Tuberculosis	27296666	inhibition of miR-381-3p could reverse suppression of CD1c expression and promote T cell responses against BCG infection.
target gene	hsa-mir-34a	Diabetes Mellitus	27297797	"Subsequent overexpression of miR-34a inhibited Fndc5 expression, whereas blockade of miR-34a increased Fndc5 expression in myoblasts."
target gene	hsa-mir-122	"Carcinoma, Hepatocellular"	27302319	"miR-122*, the passenger strand of miR-122, regulates the activity of p53 by targeting Mdm2."
target gene	hsa-mir-183	Leukemia	27307158	FOXP3-induced miR-183 expression reduced Î²-TrCP mRNA stability and suppressed Î²-TrCP-mediated Sp1 degradation
target gene	hsa-mir-200b	Osteosarcoma	27307751	"miR-200b inhibits the proliferation, migration, and invasion of osteosarcoma cells, probably via the inhibition of ZEB1 expression."
target gene	hsa-mir-200c	Colorectal Carcinoma	27315529	ZEB1 expression was seen in connection with decreased miR-200c expression
target gene	hsa-mir-134	Liver Fibrosis	27321552	Dieckol suppresses liver fibrosis via caspase activation and miR134 mediated JNK activation and NF-kB inhibition.
target gene	hsa-mir-301a	Osteosarcoma	27323075	Upregulated microRNA-301a in osteosarcoma promotes tumor progression by targeting CDC14A.
target gene	hsa-mir-22	Vascular Disease [unspecific]	27325558	"miR-22-3p, had its binding site on the 3' UTR of VASH1 mRNA"
target gene	hsa-mir-511	Alzheimer Disease	27334923	miR-511 is a functional regulator of FKBP5 and can contribute to neuronal differentiation.
target gene	hsa-mir-335	"Carcinoma, Lung, Small-Cell"	27336605	miR-335 negatively regulated the MDR of WBP5 by targeting its 3'UTR
target gene	hsa-mir-330	"Leukemia, Myeloid, Acute"	27341144	miR-330-5p is able to strongly silence TIM-3 expression (98.15% silencing) in HL-60 cell line (p = 0.0001).
target gene	hsa-mir-128	Breast Neoplasms	27341528	AurkA suppressed the expression of miR-128
target gene	hsa-mir-103	Alzheimer Disease	27343180	"miR-103 and miR-107, regulate CDK5R1 expression and affect the levels of p35"
target gene	hsa-let-7a	Breast Neoplasms	27345399	let-7a and let-7b mimics attenuated p62-mediated MYC mRNA stabilization
target gene	hsa-let-7b	Breast Neoplasms	27345399	let-7a and let-7b mimics attenuated p62-mediated MYC mRNA stabilization
target gene	hsa-mir-21	Anaplastic Astrocytoma	27347075	PTEN and miR-21 have been observed to form feedback loops.
target gene	hsa-mir-25	Anaplastic Astrocytoma	27347075	"PTEN which is targeted by miR-21 and miR-106b, regulates miR-25 which in turn targets TP53"
target gene	hsa-mir-21	Colorectal Carcinoma	27350731	PTEN is one of the direct target genes of miR-21.
target gene	hsa-mir-144	Neurodegenerative Diseases [unspecific]	27370936	the expression of 14-3-3Î³ was upregulated following transfection with miR-7 and miR-144 mimics.
target gene	hsa-mir-203	Neurodegenerative Diseases [unspecific]	27370936	miR-203 resulted in a down-regulation of 14-3-3Î¸ transcript
target gene	hsa-mir-7	Neurodegenerative Diseases [unspecific]	27370936	the expression of 14-3-3Î³ was upregulated following transfection with miR-7 and miR-144 mimics.
target gene	hsa-mir-106a	Lung Neoplasms	27372519	An inverse correlation of miR-106a and ULK1 expression was seen in lung adenocarcinoma.
target gene	hsa-mir-155	Preeclampsia	27375191	These miRNAs have previously been linked to PE and are predicted to regulate members of the TGF-Î² pathway.
target gene	hsa-mir-26a	Preeclampsia	27375191	These miRNAs have previously been linked to PE and are predicted to regulate members of the TGF-Î² pathway.
target gene	hsa-mir-204	Diabetes Mellitus	27384111	"Taken together, we have identified PERK as a novel target of miR-204 and show that miR-204 inhibits PERK signaling and increases ER stress-induced cell death, revealing for the first time a link between this miRNA and UPR."
target gene	hsa-mir-145	Human Papilloma Virus Infection	27386862	KLF4 levels are increased in HPV-positive cells through a post-transcriptional mechanism involving E7-mediated suppression of cellular miR-145
target gene	hsa-mir-21	"Carcinoma, Renal Cell"	27388719	"in cells treated with AU-1, transient elevation of miR-34 leads to the downregulation of SIRT1, thereby miR-21 is freed from SIRT1-dependent suppression."
target gene	hsa-mir-34	"Carcinoma, Renal Cell"	27388719	"in cells treated with AU-1, transient elevation of miR-34 leads to the downregulation of SIRT1, thereby miR-21 is freed from SIRT1-dependent suppression. Then, elevated miR-21 upregulates p21/Cip1 protein, followed by the suppression of miR-34 expression."
target gene	hsa-mir-99a	Atherosclerosis	27403035	MiR-99a inhibited the LPS-induced HUVECs inflammation via inhibition of the mTOR/NF-ÎºB signal.
target gene	hsa-mir-99a	Cardiovascular Diseases [unspecific]	27403035	MiR-99a inhibited the LPS-induced HUVECs inflammation via inhibition of the mTOR/NF-ÎºB signal.
target gene	hsa-mir-133a	Diabetes Mellitus	27411382	"Our results revealed that miR-133a mimic treatment improved the contractility of the diabetic rat's heart concomitant with upregulation of TH, cardiac NE, Î²-AR, and downregulation of TAT and plasma levels of NE."
target gene	hsa-mir-145	Cardiovascular Diseases [unspecific]	27412561	miR-145 is involved in the anti-proliferation and anti-inflammation effects of aspirin on VSMCs by inhibiting the expression of CD40.
target gene	hsa-mir-26a	Retinoblastoma	27421000	"Beclin 1 is the target of miR-26a in human RB cell lines Y79 and WERi-RB-1, and miR-26a inhibits the expression of Beclin 1 by reducing its mRNA and protein levels."
target gene	hsa-mir-20b	Diabetic Retinopathy	27421659	"Transfection of miR-20b mimic in high glucose (HG)-treated human retinal endothelial cells (HRECs) increased miR-20b expression and decreased the expression level of VEGF mRNA, while transfection of miR-20b inhibitor in control HRECs reduced the miR-20b expression with a corresponding increase of VEGF mRNA."
target gene	hsa-mir-1273g	Hepatitis C Virus Infection	27423040	"Overexpression of miR-1273g-3p could inhibit translation of PTEN, increase the expression of Î±-SMA, Col1A1, and reduce apoptosis in HSCs."
target gene	hsa-mir-1273g	Liver Cirrhosis	27423040	"Overexpression of miR-1273g-3p could inhibit translation of PTEN, increase the expression of Î±-SMA, Col1A1, and reduce apoptosis in HSCs."
target gene	hsa-mir-696	"Diabetes Mellitus, Type 2"	27432632	"Taken together, our findings demonstrate that miR-696 plays an important role in the development of hepatic gluconeogenesis and insulin resistance through the inhibition of PGC-1Î± translation in the liver."
target gene	hsa-mir-29a	Focal Segmental Glomerulosclerosis	27460630	We also demonstrated that miR-29a acts as a positive regulator of Wnt/Î²-catenin signaling in cultured mesangial cells and functions to protect cell apoptosis and fibrosis.
target gene	hsa-mir-203	"Carcinoma, Cervical"	27466497	"Although preliminary, the expression levels of Î”Np63 mRNA and miR-203 seem to be promising for cervical cancer screening."
target gene	hsa-mir-23b	"Diabetes Mellitus, Type 2"	27467285	Survival of autoreactive T lymphocytes by microRNA-mediated regulation of apoptosis through TRAIL and Fas in type 1 diabetes.
target gene	hsa-mir-590	"Diabetes Mellitus, Type 2"	27467285	"Transcriptome analysis revealed reduced expression of TRAIL, TRAIL-R2, FAS and FASLG (members of the extrinsic apoptosis pathway) in patient-derived compared with healthy donor-derived T cells. This was mirrored by increased expression of microRNAs predicted to regulate these particular genes, namely miR-98, miR-23b and miR-590-5p."
target gene	hsa-mir-98	"Diabetes Mellitus, Type 2"	27467285	"Transcriptome analysis revealed reduced expression of TRAIL, TRAIL-R2, FAS and FASLG (members of the extrinsic apoptosis pathway) in patient-derived compared with healthy donor-derived T cells. This was mirrored by increased expression of microRNAs predicted to regulate these particular genes, namely miR-98, miR-23b and miR-590-5p."
target gene	hsa-mir-124	Breast Neoplasms	27468577	Decreased miR-124-3p Expression Prompted Breast Cancer Cell Progression Mainly by Targeting Beclin-1. 
target gene	hsa-mir-216b	"Carcinoma, Hepatocellular"	27474751	Regulation of UGT2B Expression and Activity by miR-216b-5p in Liver Cancer Cell Lines.
target gene	hsa-mir-21	Choriocarcinoma	27475963	"We find various mechanisms of PTEN protein loss in the different tumour cell populations, including allelic PTEN deletions, gross chromosomal 10 aberrations and altered miR-21 expression."
